Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Rebekah Burns,48,8513.75,1,8.24,10,2009-11-19 11:01,"81006 Armstrong Falls Suite 944 New Kellyborough, SD 34820-7157","Bruce, Craig and Fletcher",0
James Rivas,38,9557.2,0,4.47,8,2007-1-10 7:29,"90866 Harmon Radial North Jennifermouth, MI 55389","Allen, Hernandez and Bryant",0
Robert Terry,44,6517.22,0,4.55,12,2010-4-23 0:50,"3480 Joseph Hollow South Stanley, ME 17014-2360",Cole-Hartman,0
Christian Mann,40,4762.81,1,5.12,10,2008-3-10 1:30,"53545 Susan Views Suite 594 New Pamela, OK 73980-0288",Gallagher-Foster,0
Christopher Yates,45,6452.83,1,4.41,6,2012-8-20 15:56,"PSC 7127, Box 3035 APO AP 88800-1111","Hernandez, Middleton and Brewer",0
Cynthia Daniels,31,8688.21,0,3.58,7,2007-9-6 18:15,"496 Klein Ports Quinnstad, NE 67656",Jackson-Terry,0
Kellie Ryan,32,12254.75,1,5.32,9,2014-5-26 11:13,"275 Patricia Hills Ronnieborough, AK 71437-9508","Reeves, Flores and Bauer",0
David Payne,39,5914.3,1,2.3,9,2008-3-30 6:50,"882 Schneider Inlet Paigeburgh, NJ 33304",Aguirre LLC,0
Henry Cook,45,11486.53,1,5.5,7,2009-12-8 0:18,"071 Michelle Green New Jasonview, AL 90525-9261","Newton, Shepard and Berg",0
Jamie Moore,51,6114.85,1,4.7,9,2013-11-10 1:54,"435 Hernandez Inlet Apt. 727 Josephfort, RI 51403",Herrera-Dodson,0
Kimberly Lewis,52,11828.78,0,5.95,10,2013-9-17 17:17,Unit 6752 Box 0928 DPO AA 53116-2490,Fischer-Garrison,0
Darren Chavez,35,10166.67,0,4.65,10,2009-11-17 17:45,"PSC 5667, Box 8312 APO AP 00654","Hatfield, Lane and Solomon",0
Andrea George,43,12691.45,0,4.45,11,2014-9-19 8:46,"9089 Jennifer Brooks Suite 571 New Lisa, WA 53342-5359","Johnson, Fields and Anderson",0
Luis Evans,45,9903.78,1,5.31,9,2009-5-19 7:17,"9273 Scott Springs Suite 665 Mcintyreland, DC 54306","Coffey, Lopez and Taylor",0
Jonathan Collier,46,10363.63,0,5.84,10,2016-8-10 20:11,Unit 2672 Box 5909 DPO AE 56165-8636,"Turner, Hodges and Turner",0
James Adkins,35,8475.8,0,3.37,11,2013-9-10 12:56,"2311 Henderson Centers Conniehaven, MP 16886-3947","Taylor, Reynolds and Hoffman",0
Tamara Keith,39,13091.92,1,4.74,9,2014-1-13 13:54,"82367 Austin Square Suite 115 New Cheyenne, UT 08356-0301",Mueller Ltd,0
Teresa Thompson,37,13036.52,1,3.83,6,2009-2-26 12:56,"762 Donald Field Suite 361 South Ronald, ME 08806","Snow, Martin and Fowler",0
Andrea Ortiz,40,9521.35,0,5.8,9,2009-1-12 14:37,"7645 Huff Lights Suite 209 Stephenmouth, GA 01888","Barron, Tapia and Black",0
Stefanie Miranda,37,5039.46,0,4.08,8,2007-9-12 16:27,"002 Gutierrez Mountains Hayesburgh, GU 73502-4691",Morrison-Pennington,0
Becky Cardenas,51,13762.79,0,7.52,9,2006-9-11 4:55,"9103 David Drives Wilsonport, PA 79287",Lewis LLC,0
Maria Stanley,46,8941.92,1,5.43,9,2010-1-15 17:22,"17836 Julie Drives North Thomas, MI 27198","Conner, Munoz and Wilson",0
Judy Montes,32,12479.72,0,4.67,8,2015-3-20 2:09,"405 Amanda Junctions West Dustinshire, MH 84757-2573",Fischer PLC,0
Nicole Williams,41,9139.73,1,5.15,10,2011-8-21 1:38,"05077 Richard Lane Apt. 002 New Tracy, FM 56599-7849","Bautista, Strong and Campbell",0
Dalton Sexton,46,10406.58,0,7.24,11,2015-10-24 15:49,"91864 Tommy Manor Suite 933 East Tyrone, MN 86821","Hall, Taylor and Charles",0
Michael Payne,44,11768.65,0,5.54,7,2006-3-6 0:42,"59672 Nash Cove Apt. 855 Jeremyshire, GU 93725",Campbell-Davenport,0
Keith Bowman,46,14664,0,6.54,8,2012-9-30 2:34,"36569 Richard Run Jacksonmouth, MN 02512",Garrett-Turner,0
Jason Phillips,46,8418.81,1,7.19,6,2014-9-29 0:31,"8928 Benjamin Summit Suite 264 North Samanthabury, AR 01364-7776",Davis-Bass,0
Christopher Daniels,34,6461.86,1,4.61,8,2008-10-15 13:31,"88563 Jeffery Manor North Mathew, OK 19970-2973",Schultz-Newman,0
Lindsey Moreno,39,14317.2,0,5.03,7,2014-12-2 15:56,"38769 Zachary Road Apt. 706 Port Michaelview, MA 73304-2019",Davies-Braun,0
James Evans,42,4492.44,1,6.43,9,2013-1-16 16:29,"17140 Andrea Motorway Apt. 798 Amychester, WV 88972-7283",Hughes Ltd,0
Kristine Moreno,29,13240.01,1,4.58,6,2012-8-9 16:07,"541 Mills Rest Lake Cynthia, PR 71752",Garcia Ltd,0
Stefanie Whitaker,35,7814.68,1,5.99,9,2013-8-27 0:56,"7967 Waters Way Suite 678 New Ericport, HI 48528",King-Frye,0
Monica Todd,35,11255.38,0,6.28,4,2007-4-4 8:32,"104 Ruben Rapid Apt. 107 New Andrea, FM 58602",Peterson PLC,0
Matthew Beck,49,13165.68,0,5.49,9,2010-2-10 17:43,"29322 Linda Via Martinside, IA 14495",Taylor-Cain,0
Donna Good,37,12713.9,0,9.15,8,2009-11-23 17:54,USNV Hill FPO AE 43418,"Alexander, Goodwin and Johnson",0
Sarah Flores,40,11527.08,1,5.04,8,2007-11-17 9:06,USNV Morgan FPO AE 62096-4614,"Cervantes, Rice and Strickland",0
Joshua Kirby,54,8375.73,1,4.42,7,2007-10-24 3:45,"5079 Cole Circle New Patriciaton, CT 49306-7555",Moore-Johnson,0
Keith Robertson,41,11968.78,0,5.08,6,2010-11-21 12:52,"52601 Burns Lane West Courtney, TN 00410-3545",Spencer Group,0
Dustin Dodson,48,7761.2,0,7.02,9,2011-1-12 13:52,USNV Villanueva FPO AE 89160-6979,"Serrano, Moss and Bass",0
Frances Jenkins,32,6367.22,1,2.84,10,2015-1-3 18:57,"80428 Harris Islands Ethanfurt, CT 42032-8161",Boyd-King,0
Deborah Meyer,44,7599.36,1,6.41,6,2008-1-10 11:48,"47051 Luna Mission North Susanchester, MH 55279-4332",Smith Group,0
Latasha Schwartz,40,7642.2,0,5.04,9,2007-11-11 17:05,"90098 Lloyd Drive North Johnside, AR 39045-5361",Chambers-Wyatt,0
Ashley Jacobs,38,11621.67,1,6.11,9,2013-7-6 19:20,"018 Mark Centers Suite 973 Mckinneyland, VT 26361-8406",Williamson-Walker,0
Michael Brown,47,9365.92,1,4.37,5,2013-6-10 21:51,"4972 Michael Village Suite 788 West Rachelstad, NH 04946-6243","Smith, Diaz and Warren",0
Darlene Cain,29,12711.15,0,5.74,7,2011-8-10 21:19,"33852 Susan Pine Apt. 606 Lake Spencer, KY 80977",Velasquez PLC,0
Abigail Gonzalez,55,8243.28,0,3.54,6,2014-1-9 19:52,"325 Lawrence Crossing Suite 269 South Josephhaven, OK 53193-5178",Nelson PLC,0
Christina Martin,51,10269.97,1,4.85,8,2007-8-9 12:55,"43807 Barnes Bridge Lake Richardport, AR 10206-6207","Carroll, Green and Jones",0
Robert Adams,38,13366.66,1,5.64,7,2008-6-10 21:06,"675 David Bypass Suite 331 West Andrea, VA 63193",Powers Ltd,0
Megan Avila,40,12401.58,1,5.75,9,2013-11-18 16:25,Unit 6546 Box 3116 DPO AE 29548,"Roberts, Edwards and Young",0
Ann White,43,8950.33,0,6.76,9,2008-6-25 0:45,"91968 Pena Stream Apt. 094 New Justin, GU 24101",Hancock LLC,0
Dr. Lauren Brown,41,10806.13,1,4,6,2010-1-27 13:34,"964 Long Road Suite 539 New Sharonmouth, ID 56171-3878",Morales PLC,0
Shane Jones,38,7713.12,1,5.41,9,2016-2-15 15:45,"PSC 2239, Box 8378 APO AA 67843",Wise Inc,0
Amanda Moore,40,12455.75,1,6.64,9,2010-1-3 6:33,"356 Vickie Vista North Michaelstad, WA 26856","Green, Jackson and Green",0
Daniel Thompson,33,7492.9,0,6.71,7,2009-10-13 17:35,"243 Laura Gateway Mitchellport, FL 53705-6256",Maldonado-Goodwin,0
Andrew Moreno,43,12068.39,1,3.59,7,2008-3-28 21:32,"60669 Rivera Lights Suite 982 Michaelside, AK 96751",Williams Group,0
Catherine Lucas,40,7837.67,1,5.66,11,2009-5-18 15:10,"979 Joel Run Suite 561 Darlenetown, WA 27272",Andrade-Cook,0
Natalie Williams,45,9721.59,0,3.43,9,2006-7-24 16:11,"5605 Dunn Union Suite 923 Shanefort, IL 28178-4110",Nguyen Ltd,0
Mark Gordon,41,10028.23,1,5.52,9,2007-11-25 17:41,"56171 Hunt Fall Herreratown, OR 59549",Cole-Johnson,0
Mrs. Ashley Guerra,34,10466.56,0,5.34,7,2016-11-7 8:01,"3314 Lisa Row Suite 484 Port Stephanieview, KY 15941-8359",Garza PLC,0
Emily Roberson,36,12879.7,0,4.7,9,2013-7-8 19:24,"41199 Welch Stravenue Apt. 518 South Crystalshire, IA 58998-2407",Clements-Summers,0
Matthew Lane,49,13078.28,1,4.06,8,2008-2-22 10:20,"59446 Kaufman Trace East Josephburgh, HI 36514","Carter, Brown and Richards",0
Darren Brown,49,11584.59,1,4.84,6,2010-5-28 21:29,"080 Amber Village Apt. 472 Schroederbury, AZ 32357",Hall PLC,0
Alyssa Harper DDS,45,9874.69,1,2.41,9,2006-9-4 7:20,"63593 Hector Mission South Williambury, IA 79862-2416",Garza-Alexander,0
Jennifer Wood,48,11585.16,0,4.61,9,2012-3-13 3:24,Unit 5568 Box 1967 DPO AE 15638,"Gray, Campbell and Chandler",0
Taylor Grant,39,10643.67,0,5.54,10,2015-5-16 14:20,Unit 2836 Box 5288 DPO AP 28958-4427,Barnett-Herrera,0
Ryan Brown,34,12397.49,0,4.93,9,2016-1-24 10:04,"91641 Wright Views Stephenstad, MT 83238-3650","Gutierrez, Garcia and Miller",0
Peggy Allison,40,10780.71,1,5.33,9,2016-3-12 23:44,"913 David Mall Hooperburgh, MT 76387",Nelson-Murray,0
Douglas Acosta,40,8801.13,0,7.52,6,2016-5-26 20:27,"81459 Sarah Brook Suite 370 Lake Michael, MA 20035-7310","Clayton, Ferrell and Gaines",0
Victoria Hughes,45,7325.93,1,6,6,2009-5-16 11:03,"0918 Taylor Trail Apt. 385 West Caleb, ND 20637-7455","Douglas, Briggs and Sawyer",0
Michael Knox,36,7342.14,0,5.51,8,2015-10-8 18:55,"0115 Carter Camp Suite 403 New Andreashire, OK 92778",Scott and Sons,0
Laura Wright,37,12154.25,1,5.15,6,2015-6-17 23:25,"9534 Dodson Streets North James, TX 66878","Cunningham, Jackson and Schultz",0
Alexandra Phillips,32,9472.72,1,1,10,2009-3-26 5:25,"078 Ortega Vista Lake Gabriella, OK 18890-5973","Smith, Harris and Black",0
Lori Medina,39,3676.68,1,3.52,9,2008-7-16 11:36,"PSC 1874, Box 9238 APO AP 68299","Garcia, Hansen and Austin",0
Kristin Davis,50,6857.29,0,4.69,6,2014-7-8 19:50,"090 Sara Track Apt. 195 Mooremouth, MP 50670","Gonzalez, Castro and Martinez",0
John Richardson,52,10133.36,0,4.6,7,2014-2-24 17:27,"77435 Christopher Union Apt. 871 New Christophermouth, MA 95513-2675",Martinez Inc,0
Daniel Brown,51,4992.6,0,3.85,8,2016-2-12 22:38,"701 Alan Corners Port George, KY 15579-3799",Mosley Ltd,0
Eugene Rowe,50,12941.12,1,5.51,11,2015-6-23 9:54,"45548 Henderson Islands Bakerside, WV 92882-7688",Powell-Parker,0
Cody Middleton,36,11040.16,0,4.52,8,2010-4-14 22:03,"86871 Jimenez Crest Suite 849 East Bruce, MO 68426-6342",Lawrence and Sons,0
Kevin Chapman,35,8058.73,0,6.88,9,2016-2-29 18:23,"40094 Manning Pass Travisburgh, MT 80542",Ortega Group,0
Margaret Moore,44,10638.65,0,5.54,6,2010-6-4 3:04,"2556 Grant Points New Christopherton, CA 76121-6565",Wright PLC,0
Edwin Young,49,10226.43,0,6.02,8,2014-2-27 10:46,"6467 Brett Dam Houstonchester, DE 13162","Graham, Jones and Gonzalez",0
Teresa Bean,38,12020.62,0,4.41,8,2007-2-14 0:56,"4962 Christian Squares North Belinda, OK 98156-7957",Garza LLC,0
Justin Moore,51,12780.22,0,6.06,7,2015-4-4 11:06,"7790 Paul Street Sandraside, AR 55085","Callahan, Miller and Wallace",0
Sarah Morgan,51,6662.59,1,5.27,9,2009-10-3 9:42,"2458 Tyler Flats Suite 696 Rebeccaburgh, VA 79274",Braun-Cook,0
Amanda Hernandez,38,10298.29,1,5.07,9,2015-5-31 21:15,"4792 Amy Wall Apt. 296 Olsenchester, VA 69141-5857","Barry, Brown and Smith",0
Tammy Williams,52,9065.28,0,3.99,5,2009-12-13 18:17,"6720 Barbara Square Christopherchester, UT 54226",Lawrence-Johnson,0
Lawrence Gordon,44,8817.22,1,6.53,10,2009-9-23 9:35,"4041 Wise River Suite 828 West Todd, AR 08725-4767","Austin, Roberts and Cox",0
Jodi Thompson,35,11391.46,1,7.59,10,2011-12-28 11:02,"4379 Sandoval Stravenue Suite 998 New Ryanberg, NM 05443-2529",Soto PLC,0
Michelle Roberts,43,12531.39,0,3.97,6,2013-4-28 5:02,"5351 Ford Pike Apt. 399 Ericshire, IA 72849-0011",Marshall-Ho,0
Colton Foster,43,9200.69,1,2.6,11,2012-12-25 6:18,"01690 Andrews Park Wrightville, IN 00886","Jennings, Stout and Spencer",0
John Gardner,52,13368.21,1,4.09,9,2006-12-23 18:35,"16214 Henry Mission Pearsonside, PR 88434","Sherman, Lopez and Moran",0
Holly Flores,47,15878.11,1,2.05,8,2012-5-21 12:56,"37362 Anthony Corner Suite 462 Port Saraton, ND 49109-1547",Reyes-Crawford,0
William Branch,33,7720.61,1,4.97,10,2012-4-16 7:05,"90937 Andres Springs Apt. 164 Lindaland, TX 51026-5011",Mullen and Sons,0
Patricia Mckinney,34,9270.9,0,6.19,7,2007-4-29 18:47,"04146 Ronnie Mission Suite 310 Nicoleshire, CT 39413-3387","Lewis, Green and Garcia",0
Brandon Compton,44,8274.32,0,5.7,8,2016-7-21 2:39,"202 Richard Extensions Apt. 994 Pamelachester, IL 73985-9604",Sanchez-Cardenas,0
Monica Hernandez,38,9347.47,0,8.47,8,2006-1-23 16:23,"8151 Ross Gardens Apt. 699 Randallton, NM 53386-6929",Finley-Moore,0
Kathryn Petersen,40,12453.72,1,4.83,9,2006-10-3 9:45,"4030 Sullivan Viaduct Apt. 877 Lake Anthony, VT 89429",Nguyen-Wright,0
Shelia Phillips,39,8644.07,1,4.48,8,2016-5-14 14:37,"451 David Vista Apt. 799 Danielsview, ND 69312",Norman-Holloway,0
Sally Smith,45,11575.84,0,5.51,9,2012-8-2 9:18,"75262 Robert Centers Apt. 728 Vanessaside, TX 96244-2416",Webb PLC,0
Joshua Huff,49,8268.74,1,5.21,8,2009-1-19 4:53,"064 Laurie Manor Suite 944 East Jimmy, IN 53776","Rivera, Perkins and Brown",0
Daniel Washington,54,12147.83,1,4.17,8,2013-5-14 16:58,"1537 Mccullough Canyon Rodriguezview, AZ 74625-8762",Reeves-Scott,0
Joseph Anderson,48,8093.03,1,4.26,8,2016-10-12 23:20,"1317 Mcdaniel Plaza Suite 219 Colleenview, TX 81040-7425",Ingram LLC,0
Kylie Reynolds,28,9090.43,1,5.74,10,2014-6-18 0:45,"118 Natalie Islands Apt. 040 Lake Elizabeth, CO 60710",Cruz and Sons,0
Chelsea Marsh,41,9552.57,0,3.81,8,2015-2-5 6:36,"854 James Ranch Smithfort, WA 12954",Wright-Olson,0
Carlos Miller,47,9004.44,0,3.79,8,2015-3-8 8:03,"506 Arnold Greens Apt. 335 South Kyleton, DC 78683",Weaver Inc,0
Lindsey Adams,46,14361.38,0,4.52,8,2008-7-20 8:40,"283 Mccarthy Fork Hubbardfort, PW 58105-7552",Morris-Williams,0
Jerry Nguyen,36,8972.54,0,5.23,8,2009-6-16 4:20,"059 Angela Manor Latashaburgh, ID 26923-6555",Glenn-Nguyen,0
Mark Ingram,44,11611.28,0,5.8,11,2007-12-1 21:35,"5035 Donald Points Suite 375 West Shirleyhaven, TN 41021",Smith-Lewis,0
Casey Hess,43,9399.92,1,4.98,8,2014-8-7 7:57,"132 Angela Station Suite 770 Hillfort, LA 66223-8625",David-Woods,0
Gary Odom,37,7982.38,1,4.29,8,2009-1-15 17:39,"0349 Kimberly Ridges Michaelburgh, AK 08955",Moran Inc,0
John Snyder,36,6930.95,0,5.19,7,2013-6-1 17:31,"271 Rachel Village Westport, MT 33566-5694",Hardin Group,0
Karen Wade,38,11667.01,0,3.8,8,2015-10-21 23:30,"726 Jackson Lakes Apt. 693 Kennethshire, NM 58470-9850",Mitchell-Clark,0
Kathleen Salazar,31,5387.75,0,6.83,9,2008-2-7 9:54,"226 Zimmerman Haven Suite 223 Lake Jennifer, IN 39817",Morales-Miles,0
Mary Frank,33,10709.39,1,5.22,6,2006-2-2 12:29,"11007 Tara Plains Apt. 842 South Amy, AK 31218","Ellison, Pace and Vaughan",0
Lisa Reid,41,11623.42,1,4.18,9,2009-12-29 17:39,"499 Joshua Ramp Blankenshipmouth, AL 61436",Acosta PLC,0
Nathan Hammond,53,9683.85,0,5.89,8,2006-9-7 18:40,"731 Danielle Roads Suite 482 Lisaburgh, ME 92139","Smith, Burke and Gonzales",0
Theresa Terry,44,8819.13,1,4.38,10,2010-5-21 4:43,"2927 Butler Keys Suite 851 West Christophermouth, MS 35752-5027","Campbell, Moore and Garrett",0
John Jones,44,7736.13,1,4.48,8,2013-6-6 9:25,"2297 Jackson Island Robertsfort, NH 79212-4023",Day LLC,0
Teresa Smith,45,7158.66,1,6.25,7,2006-7-24 22:52,USCGC Fleming FPO AA 06534-5672,Villarreal-Ellis,0
Heather Thompson,50,9248.87,0,4.56,9,2014-1-30 10:39,"896 Lewis Wells Martinezstad, MO 12686","Jacobs, Arnold and Schwartz",0
Melanie Cain,40,11916.26,0,4.51,7,2015-1-10 0:21,"3046 Harrison Plains Montgomeryberg, ID 86180",Sims and Sons,0
Kenneth Graham,50,9641.61,0,3.09,5,2010-6-9 21:23,"43996 Parks Spring Hooperland, TX 05090-6018",King-Atkinson,0
Abigail Jennings,36,12309.23,1,4.76,9,2012-3-11 17:10,USS Mcgrath FPO AP 33786-7308,"Simpson, Byrd and Miller",0
Andrea Ford,40,11362.95,0,4.37,11,2010-10-8 22:11,"2519 Martin Ports Suite 635 Martinport, AL 55438",Patton Group,0
Johnathan Gonzalez,56,10074.4,1,5.17,7,2009-10-30 2:30,Unit 2030 Box 0281 DPO AE 67952-0118,Dixon PLC,0
Katie Khan,40,10762.29,0,5.02,7,2015-2-8 22:43,"05418 Smith Brooks Richardfurt, DE 40166-1384","Gutierrez, Jones and Winters",0
Michelle Johnson,30,8874.83,0,5.56,9,2006-10-11 7:09,"844 Charles Circles Suite 483 Davisborough, MH 73164-8781","Anderson, Miller and Wilson",0
Hannah Best,51,5830.99,0,6.93,6,2011-9-21 20:54,"PSC 5882, Box 7573 APO AA 41758-4009",Cantrell-Paul,0
David Morrison,35,8297.87,0,5.42,8,2009-11-30 6:01,"7000 Jack Lights Suite 115 Owensfurt, TN 18961-6571","Carpenter, Johnson and Krueger",0
Cindy Olson,33,5738.82,0,7.66,7,2014-8-2 9:05,"423 Victoria Plain Suite 444 Brennanland, AL 79485-6882",Mann Ltd,0
John Jackson,41,11655.82,1,7.92,9,2007-8-30 11:59,"5026 Susan Extension Apt. 261 South Thomas, UT 52610","Clark, Reid and Gardner",0
Christine Livingston,47,7362.18,0,6.57,7,2012-9-20 8:19,"2871 Campbell Ports Davenportmouth, MN 38485","Sellers, Hendrix and Gonzales",0
Mrs. Brittany Lopez,43,10938.11,0,3.21,8,2006-1-26 3:15,"2493 Robert Road South Denise, IA 86444",Brown-Weaver,0
Paula Willis,36,8514.8,1,4.01,11,2010-8-14 10:50,"8191 Lopez Prairie Apt. 038 Cookefurt, DE 64637-6065",Flores-Ochoa,0
Ryan Martin,34,8772.26,0,5.78,9,2014-2-14 14:40,"930 Carrie Harbor Suite 044 New Adamtown, MP 74903",Jones Inc,0
Roy Case,40,7656.02,1,5.62,9,2012-1-17 14:47,"PSC 1326, Box 7408 APO AA 41399-9709","Jennings, Gates and Villarreal",0
Henry Krueger,41,10375.39,0,5.54,8,2007-8-30 15:27,USNS Conway FPO AE 45887,Berg PLC,0
Jaime Padilla,46,7684.02,1,6.24,8,2011-4-26 19:04,"48403 Anderson Fields Apt. 103 New Jasonshire, NM 49852-3578",Richardson LLC,0
Barry Gallagher,52,6805.48,1,6.05,9,2010-6-4 12:28,"35333 Carla Keys Robinsonchester, CA 02095",Butler PLC,0
Andrew Young,30,6744.87,0,5.14,9,2014-4-10 3:33,"30316 Melissa Hills Apt. 368 Cynthiaborough, MN 06736",Morris LLC,0
Amy Henderson,31,10058.87,1,6.54,7,2011-2-7 17:54,"85837 Thomas Dam Nicholasview, MT 98793-4972",Knox-Davis,0
Theresa Ford,40,9133.36,0,4.21,7,2015-1-19 23:48,"9885 Mills Dale Suite 830 West Wendyton, WA 46448",Thornton Inc,0
Donald Flores,46,11580.56,1,3.43,9,2014-5-9 4:48,"30890 Gloria Oval Friedmanshire, OK 78837-9606",Harris-Pratt,0
Sarah Schmidt,41,10631.84,1,3.47,9,2008-4-12 10:56,"461 Alexandria Station Kennethton, WY 83953","Thomas, Powers and Price",0
Melissa Hall,32,10716.75,0,5.12,8,2006-9-27 19:54,"550 Lindsay Bypass Suite 011 South Jamietown, MH 27730-3707","Bates, Montgomery and Rodriguez",0
Annette Taylor,41,10919.81,0,4.63,8,2013-4-7 23:27,"27767 Amy Curve Lake Daniel, NM 73021-5259",Zimmerman Group,0
Robert Allen,48,10241.32,1,7.25,7,2014-10-29 10:48,"510 Nicholas Island Suite 493 Buckchester, MO 58572-4430",Williams Ltd,0
Jessica Howard,46,9171.56,1,5.02,8,2011-11-7 15:05,"8486 Brandon Fall Apt. 024 Matthewberg, SC 32892-2661",Mullins Ltd,0
Michael Lam,40,7675.52,1,4.31,11,2012-5-27 0:16,"63714 Sawyer Glens New Tonimouth, FL 73286-2490",Olson-Davis,0
Nancy Thompson,36,13308.01,0,5.07,8,2009-1-20 0:52,"847 Holly Loaf Apt. 839 East Nancyberg, DC 64194-2557",Garcia-Mckinney,0
Steve Lewis,37,7961.21,0,2.91,9,2014-6-12 12:47,"865 Mitchell Causeway Suite 183 Meredithshire, AR 80502-3040",Clarke-Gonzalez,0
Amanda Brown,32,12403.6,0,4.99,7,2008-5-30 3:35,"48681 Jensen Vista South Kevin, ND 80285",Hoffman Ltd,0
Danielle Morris,46,10814.59,0,4.91,8,2010-5-9 12:25,"773 Brenda Vista Jensenshire, CO 78345","Cooper, Cohen and Knight",0
Jessica Hernandez,31,8829.83,1,4.52,8,2006-2-2 21:26,"6113 Jerome Locks North Trevormouth, GA 25773",Hunt-Whitaker,0
Nicole Richards,52,7170.66,1,4.53,7,2014-5-11 16:14,"0667 Bennett Forge Ingramchester, VI 46819-7446",Fisher-Hamilton,0
Lauren Johnson,47,10332.16,1,4.89,9,2016-8-6 0:18,"2959 Amanda Plain Suite 180 Webbside, NY 47046","Davenport, Miller and Murphy",0
Wendy Moore,41,14722.35,0,6.98,6,2011-5-28 8:09,"8202 Jade Unions Suite 557 South Wesley, MS 12025",Walker-Harris,0
Destiny Steele,39,13532.85,1,5.63,9,2010-11-13 11:16,"0784 Arnold Mountains Apt. 356 Thompsonview, IL 54999-9574",Hall LLC,0
Dakota Porter,41,7683.97,1,6.17,7,2007-8-23 19:38,"1005 Butler Manors Richardland, KS 45645-6252",Nguyen PLC,0
Sara Campbell,47,6398.91,1,5,8,2013-2-16 16:40,"931 Soto Bridge Apt. 205 Michelleland, NM 64707-3332",Conner LLC,0
Manuel Hill,37,14595.51,1,3.83,12,2007-1-2 22:09,"7589 Munoz Mountain Port Gina, VI 08937-6155","Hill, Abbott and Wu",0
Douglas Lee,48,6783.99,1,3.89,8,2012-3-29 2:43,"088 Ayala Crossroad Lindafurt, MI 82946-5835","Jensen, Morton and Edwards",0
Charles Doyle,35,8190.27,0,6.28,7,2012-3-7 17:36,Unit 1897 Box 1607 DPO AE 86804,Smith-Carroll,0
Rebecca Hamilton,45,9317.12,1,6.93,6,2013-12-16 7:56,"75047 Jones Ports Apt. 238 Port Zacharymouth, HI 02693",Lee-Roman,0
Dominique Kemp,40,10370.72,1,4.35,5,2016-3-28 2:06,"478 James Spurs North Thomas, MT 77158-1870",Richardson Inc,0
Thomas Parker,42,12277.9,1,5.1,8,2009-1-20 7:54,"10575 Jacob Manors Apt. 623 Port Jonathanview, WV 63831-0620",Cook LLC,0
Aaron West,55,10056.55,0,4.98,8,2006-9-1 6:11,"071 Schmidt Locks Apt. 070 West Jessica, OK 60879-6593","Cruz, Russell and Boyd",0
Samantha Clark,35,12398.62,1,5.6,9,2016-11-17 9:21,"0385 Smith Spring West Douglasmouth, CA 33773-7684",Grimes Inc,0
Patrick Campos,40,10290.14,0,4.6,10,2013-10-23 1:16,"53895 Michael Ways Port Michael, FM 10805","Fernandez, Rodgers and Miller",0
Kevin Hicks DDS,49,9957.26,0,4.76,7,2009-9-1 11:37,"096 Dunn Street Jasonshire, NC 06461-2275","Cooper, Mcguire and Nguyen",0
Joseph Hall,35,13480.91,1,4.41,7,2008-6-19 23:34,"6926 Martin Ramp Thomastown, AZ 58814",Anderson PLC,0
Samantha Flores,39,11670.73,0,6.45,8,2006-6-24 0:46,"793 Powell Fort Amandaview, GA 95747-4560",Williams PLC,0
John Castillo,31,7073.61,0,5.73,9,2010-12-10 11:20,"9831 Amy Square Holmesberg, RI 14826-3752","Richmond, Daniels and Lee",0
Christy Hamilton,45,9852.25,1,4.55,8,2009-8-14 22:27,"41390 Vazquez Mall Billystad, VI 57475-0791","Richard, Flores and Walsh",0
Jay Mosley,40,6402.3,0,4.28,7,2015-5-5 10:00,"885 Samantha Estates Apt. 694 Michaelland, NC 35223","Martinez, Gonzales and Williams",0
Sonya Lewis,48,9282.99,0,4.32,6,2015-9-19 12:58,"191 Timothy Villages Suite 755 New Jamestown, NY 42120-2598","Bowman, White and Shepherd",0
Pamela Bell,37,8884.39,0,6.16,7,2016-2-27 17:13,"9249 Bradford Parkways Suite 173 Amandaside, AK 12919-8330",Jacobson PLC,0
Evan Davis,46,13296.89,1,4.81,6,2011-9-14 19:09,"63845 Bell Mission Browninghaven, VA 72168",Willis-Bradshaw,0
Jonathan Jones,35,7361.92,1,4.97,9,2014-3-11 15:01,USNS Ward FPO AP 80938,French and Sons,0
Richard Rojas,54,8092.55,1,4.55,10,2013-4-30 5:34,"01175 Soto Place Lake Brittany, KY 33704-2728",Dominguez-Fischer,0
Jerome Pitts,39,9528.99,0,5.97,8,2010-1-2 19:57,"4909 Mcdonald Mews Johnsonmouth, CT 20707",Brock-Lee,0
Yolanda Jackson,53,8122.34,0,3.51,9,2009-7-30 7:28,"7248 Wheeler Forks South Wendyport, KY 21877-0885",Smith Group,0
Jessica Wells,41,14738.09,1,6.5,8,2008-6-8 1:08,"57837 Tammy Bridge Apt. 904 Lake Lindsey, NM 53078-4180",Sullivan-Ramsey,0
Mark Choi,34,11687.29,0,4.54,7,2013-12-9 1:38,"688 Tiffany Fork Wallacemouth, ND 74929-3917",Estrada-Golden,0
Megan Wilson,43,7948.18,0,3.88,7,2006-3-29 0:55,"871 Campbell Fall Allenville, NY 42045-5154",Montgomery-Edwards,0
Kathleen Reid,42,7915.44,1,6.17,8,2013-7-15 10:20,Unit 7599 Box 9818 DPO AP 02154,Williams PLC,0
